goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	ageCode	ageDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	20.52242	22.80606	24.00212	25.42974	27.94534	29.25011	29.33704	29.34454	30.63341	33.39575	33.42395	35.79671	36.64476	37.26436	37.26436	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	0.0	0.0	0.0	0.79111	2.44672	2.33002	2.90315	5.37814	6.06286	5.19548	5.39485	7.34192	9.14748		9.14748	2016
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	0.01997	0.01937	0.0305	0.04091	0.06817	0.09778	0.29764	0.31679	0.46026						0.46026	2012
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	67.66145	73.16636	80.19588	87.67444	89.49644	88.69279	88.67407	87.82546	83.58583	79.56049	76.70478	72.60531	70.01069	67.98963	67.98963	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	234	Faroe Islands	154	Northern Europe	Country	FRO	0	-7.122044325	62.21228119	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	238	Falkland Islands (Malvinas)	005	South America	Country	FLK	0	-58.75246778	-51.74562601	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	239	South Georgia and the South Sandwich Islands	005	South America	Country	SGS	0	-36.90662765	-54.20736749	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	242	Fiji	054	Melanesia	Country	FJI	1	177.9660884	-17.83301566	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	19.04772	19.4421	21.1728	22.61854	25.99415	27.25543	33.08292	36.36736	36.54806	41.37294	44.54682	45.93318	50.79654	50.17716	50.17716	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	246	Finland	154	Northern Europe	Country	FIN	1	23.308447	61.91586738	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data			38.2746	37.78055	37.38267	37.15003	36.83116	36.46416	35.71627	36.32685	35.84291	33.74511	31.70354	32.51512	32.51512	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	248	Åland Islands	154	Northern Europe	Country	ALA	0	19.80945969	60.1544901	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	250	France	155	Western Europe	Country	FRA	1	2.457288129	46.62660861	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	85.49289	92.78983	92.10149	99.86474	101.52848	104.04453	106.0066	109.11234	109.25056	108.80999	108.07161	107.04208	104.43718		104.43718	2016
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	254	French Guiana	005	South America	Country	GUF	0	-53.23619089	3.922673437	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	258	French Polynesia	061	Polynesia	Country	PYF	0	-149.4052367	-17.67709294	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	260	French Southern Territories	014	Eastern Africa	Country	ATF	0	69.64849091	-49.6068576	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	262	Djibouti	014	Eastern Africa	Country	DJI	1	42.18274707	11.56004161	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	0.84439	0.82204	1.00074	0.97482	1.13967	2.22077	2.88493	3.16058	4.10576	5.16916	6.99109	8.40507	9.61458	12.13059	12.13059	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	266	Gabon	017	Middle Africa	Country	GAB	1	11.78727747	-0.60687619	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data		5.37465	5.7412	6.1811	6.37068	7.33973	8.80597	10.05897	11.64903	12.7718					12.7718	2013
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	268	Georgia	145	Western Asia	Country	GEO	1	43.3713615	42.04813028	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	2.00423	5.4819	13.04671	25.20079	40.50309	41.91271	46.60394	49.41044	61.78815	66.96821	70.71643	70.06478	74.30573	75.93053	75.93053	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	270	Gambia	011	Western Africa	Country	GMB	1	-15.39944785	13.45295927	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	275	State of Palestine	145	Western Asia	Country	PSE	0	35.25694122	31.94347933	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data			7.99357	10.52548	11.83598	14.45236	15.26048	16.56956	18.34399	19.80999	21.4812	22.36104	22.71119		22.71119	2016
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	276	Germany	155	Western Europe	Country	DEU	1	10.3806066	51.08862743	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data				107.05269	109.86534	112.311	116.68213	121.05749	118.534	118.28866	123.38983	122.16653	119.25722		119.25722	2016
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	288	Ghana	011	Western Africa	Country	GHA	1	-1.205623522	7.964825185	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data					3.84406	3.88609	3.92957	4.06329	5.45517	8.08259	8.13101	10.18853	11.14629	11.53087	11.53087	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	292	Gibraltar	039	Southern Europe	Country	GIB	0	-5.347561686	36.13895036	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	296	Kiribati	057	Micronesia	Country	KIR	1	-157.5643005	1.768837732	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data								10.47622	10.23541	14.25212					14.25212	2013
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	300	Greece	039	Southern Europe	Country	GRC	1	22.58307827	39.47301873	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data		66.81929	71.18741	76.82468	80.49405	80.20893	78.48042	74.69972	72.94878	62.15625	59.42741	58.66843	59.27427	61.53261	61.53261	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	304	Greenland	021	Northern America	Country	GRL	0	-41.39371316	74.75625681	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	308	Grenada	029	Caribbean	Country	GRD	1	-61.68248568	12.11238395	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	35.25745	37.48698	38.30998	41.93553	45.58007	47.85643	51.39762	49.73366	38.97369	47.70623	33.2962	42.02109	45.56212	44.06784	44.06784	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	312	Guadeloupe	029	Caribbean	Country	GLP	0	-61.64762115	16.14416917	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	316	Guam	057	Micronesia	Country	GUM	0	144.7029305	13.35485404	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	320	Guatemala	013	Central America	Country	GTM	1	-91.2312746	15.00273719	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data					20.10116	21.87811	23.98826	25.82156	26.35613	31.99387	33.89124	34.55263	35.84204	36.05778	36.05778	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	324	Guinea	011	Western Africa	Country	GIN	1	-11.28173419	11.00210343	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	0.07543	0.22144	0.23482	0.30006	0.41347	0.50418	0.68843	0.91217	1.1085	1.35455	1.68972	2.07658	2.24345	2.24702	2.24702	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	328	Guyana	005	South America	Country	GUY	1	-58.97322037	4.788012784	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	10.24721	11.06174	12.00026	13.12027	13.80327	14.0675	14.72291	15.30783	16.25321	16.02063	16.35655	16.87354	19.05425	20.27891	20.27891	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	332	Haiti	029	Caribbean	Country	HTI	1	-72.33640958	18.40426539	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data											1.0774	1.28223	2.00531	1.96999	1.96999	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	334	Heard Island and McDonald Islands	053	Australia and New Zealand	Country	HMD	0	73.52633626	-53.09106147	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	336	Holy See	039	Southern Europe	Country	VAT	0	12.45315803	41.90343751	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	340	Honduras	013	Central America	Country	HND	1	-86.59974381	14.82243161	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	4.38424	5.86842	7.58496	10.47679	13.26101	15.62838	16.26888	21.36832	21.85199	22.95515	22.74067	23.38225	23.97269	23.8899	23.8899	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	344	China, Hong Kong Special Administrative Region	030	Eastern Asia	Country	HKG	0	114.0266445	22.41749934	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data							46.88112	49.61946				49.41156	50.65995		50.65995	2016
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	348	Hungary	151	Eastern Europe	Country	HUN	1	19.41221519	47.1651448	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	38.71764	41.4349	44.74914	50.34197	54.28215	55.7251	56.69494	57.70275	56.48841	57.12749	57.83811	57.24572	59.42714	60.93715	60.93715	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	352	Iceland	154	Northern Europe	Country	ISL	1	-19.02116966	64.79134763	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	105.90433	111.29456	106.25333	106.48499	101.71668	79.14034	81.38259	75.93364	73.85401	76.14864	78.65473	73.59167	88.8756	89.47087	89.47087	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	356	India	034	Southern Asia	Country	IND	1	79.3608464	22.34642074	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data		2.29413	2.7412	3.38012	4.2896	5.31234	7.26843	8.85185	10.99209	12.86648	17.79601	19.70138	21.23577	22.06512	22.06512	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	360	Indonesia	035	South-Eastern Asia	Country	IDN	1	113.9174	-0.994582204	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	8.56333	9.32677	10.50249	11.47088	13.11388	14.10681	13.02834	16.44837	35.78169	42.15136	49.44917	53.31036	54.74503	55.61419	55.61419	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	364	Iran (Islamic Republic of)	034	Southern Asia	Country	IRN	1	54.19766348	32.74370885	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data		4.39549	8.36541	13.72917	17.90857	23.03531	30.01848	35.65315	45.45011	50.89287	56.32764	66.60899	71.68607	76.48814	76.48814	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	368	Iraq	145	Western Asia	Country	IRQ	1	43.76606267	33.05013795	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data					0.67882	1.16593	2.14626	2.11267	2.1313	1.06699	1.60868	1.87582	2.40032	2.6784	2.6784	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	372	Ireland	154	Northern Europe	Country	IRL	1	-7.121425272	53.25274054	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	90.28868	88.6324	89.50831	92.35645	95.25821	94.27336	90.29474	88.21853	84.507	84.5768	98.6184	91.90275	90.59275	89.50026	89.50026	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	376	Israel	145	Western Asia	Country	ISR	1	34.62277992	31.06164552	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	68.77251	58.14584	76.89832	81.53263	87.47097	68.31996	73.37141	79.57885	84.8063	93.37385	99.93608	107.02228	111.01757	121.25837	121.25837	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	380	Italy	039	Southern Europe	Country	ITA	1	12.57022427	42.79917282	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	74.21935	75.37812	79.93918	87.32921	99.16414	106.8919	99.93485	101.52812	99.24602	92.37887	92.40761	96.26434	94.09629	92.40092	92.40092	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	384	Côte d'Ivoire	011	Western Africa	Country	CIV	1	-5.552690016	7.62211586	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data							3.71976	4.50232	4.3521	5.61254	6.65571	6.80484	6.86404		6.86404	2016
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	388	Jamaica	029	Caribbean	Country	JAM	1	-77.31068409	18.15616857	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	17.56412	19.2276	21.36905	21.43781	22.70376	24.21282	24.92785	26.18549	26.71399	27.30923	29.80326	30.43186	31.7647	31.78978	31.78978	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	392	Japan	030	Eastern Asia	Country	JPN	1	139.2716103	36.6554539	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	124.36829	123.89975	124.11518	125.1324	125.44962	132.81157	130.92759	128.57569	127.89595	128.29634	127.49408	127.65152	127.79693	127.76699	127.76699	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	398	Kazakhstan	143	Central Asia	Country	KAZ	1	66.65359159	48.01963494	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	9.97279	14.79556	19.55426	37.12019	52.29167	56.84816	61.33867	64.79422	68.60164	70.63816	72.10945	71.19972	74.01297	74.59974	74.59974	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	400	Jordan	145	Western Asia	Country	JOR	1	37.13024774	30.65365973	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data				20.72837	22.70902	23.4776	24.73121	25.04246	25.005	25.11037	25.3925	24.42211	27.1225	27.99815	27.99815	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	404	Kenya	014	Eastern Africa	Country	KEN	1	37.86096816	0.534797278	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	1.63015	1.59538	2.9561	4.71023	5.99472	7.27207	8.90922	9.10426	9.51027	9.60033	9.74988	9.80998	9.27118	9.54775	9.54775	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	408	Democratic People's Republic of Korea	030	Eastern Asia	Country	PRK	1	127.1803633	40.1462645	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	410	Republic of Korea	030	Eastern Asia	Country	KOR	1	127.8610254	36.45201023	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	208.16443	212.14239	218.24452	234.23756	241.82812	247.12209	265.37542	281.26772	288.47585	288.63191	280.96637	276.27459	271.87542		271.87542	2016
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	414	Kuwait	145	Western Asia	Country	KWT	1	47.49305029	29.53949468	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	30.17121	35.06969	40.18461	46.78895	50.95134	51.86409	50.03896	50.26329	54.13007	52.3916	54.8083	54.85316	62.17177	64.42861	64.42861	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	417	Kyrgyzstan	143	Central Asia	Country	KGZ	1	74.52324839	41.46204516	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	0.60269	0.95387	1.18602	2.36524	4.67135	8.34451	7.33155	11.91348	15.58008	20.56277	24.70274	30.11445	31.22347	33.4304	33.4304	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	418	Lao People's Democratic Republic	035	South-Eastern Asia	Country	LAO	1	101.9901968	20.27482773	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data					2.62971	4.82636	8.69433	10.85518	12.95335	17.98568	19.96405	23.27158	24.27964	26.09245	26.09245	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	422	Lebanon	145	Western Asia	Country	LBN	1	35.89391711	33.92152458	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	31.86215	32.739	34.05242	35.5586	37.11803	38.14951	38.84156	37.83885	38.20099	37.75657	37.66554	38.37964	39.05448	40.65849	40.65849	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	426	Lesotho	018	Southern Africa	Country	LSO	1	28.25362195	-29.58041814	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	2.83513	3.72507	3.82956	4.83547	5.65017	6.51493	7.1878	7.91138	8.97772	10.59152	10.98222	12.72032	14.35845	14.06858	14.06858	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	428	Latvia	154	Northern Europe	Country	LVA	1	26.42461876	56.64196636	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	45.60929	45.91274	50.17054	60.78152	68.08596	71.67369	75.52618	68.30292	72.9378	68.52849	62.8955	63.03967	61.29264	61.88489	61.88489	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	430	Liberia	011	Western Africa	Country	LBR	1	-9.311879038	6.448381009	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data					1.159	1.53113	1.47539	1.42873	1.34521	1.63479	1.78764				1.78764	2014
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	434	Libya	015	Northern Africa	Country	LBY	1	18.0295985	27.04042819	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	3.49188	3.4079	3.407	3.3854	3.44061	3.52707	3.46511	3.49611	3.87827	3.8825	3.88037	3.86376	3.81796	3.75582	3.75582	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	438	Liechtenstein	155	Western Europe	Country	LIE	1	9.552985019	47.14167005	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	440	Lithuania	154	Northern Europe	Country	LTU	1	23.90517807	55.33680309	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	36.27349	38.18841	41.87078	49.05557	54.37968	57.43018	59.50861	50.48711	51.8252	49.87824	51.19338	49.01441	48.26621	46.74989	46.74989	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	442	Luxembourg	155	Western Europe	Country	LUX	1	6.092656563	49.77679538	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	106.64094	106.99183	105.54655	105.952	107.31384	107.06506	105.62719	106.03455	100.69715	97.8628	105.20291	108.33165	110.79861	115.39665	115.39665	2017
