topicId	topicName	tableId	tableName	seriesCode	seriesDesc	units	multiplier	baseYear	multiplierDesc	personnelTypeCode	personnelTypeDesc	activityCode	activityDesc	speciesCode	speciesDesc	ODACode	ODADesc	urbanizationCode	urbanizationDesc	ageCode	ageDesc	sexCode	sexDesc	educationLevCode	educationLevDesc
2	Population and migration	8	Population growth and indicators of fertility and mortality	SYB011	Infant mortality ratio	Number of deaths per 1,000 live births	0																		
