goal,target,indicator,series,country_profiles,webmap id,dashboard id,Map Viewer,
1,1.1,1.1.1,SI_POV_DAY1,1,6ef82418172842ceb70d7fe61f872fa7,be1a5aba68f34ea2a4bfbe9a2899efad,https://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=6ef82418172842ceb70d7fe61f872fa7,
1,1.1,1.1.1,SI_POV_EMP1,1,a21cfc148f0b4556a711efd2afdafcd1,2e5d940573a34be3b2f6a492429edb0a,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=a21cfc148f0b4556a711efd2afdafcd1,
1,1.2,1.2.1,SI_POV_NAHC,1,5b85ae203dcd42bd836eb25ffd3832ac,f68a6af80d154be2bdeb1221a41fc099,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=5b85ae203dcd42bd836eb25ffd3832ac,
2,2.1,2.1.1,SN_ITK_DEFC,1,1bcf366e0dc64bf4b6cc7fc8c9910ca0,452f4c395d9c4386944be4bc885df74c,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=1bcf366e0dc64bf4b6cc7fc8c9910ca0,
2,2.2,2.2.1,SH_STA_STUNT,1,30af803bb20340dcbf1efb41c3f8815e,e4463dfbe570440ba3a78c2767643ff3,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=30af803bb20340dcbf1efb41c3f8815e,
2,2.2,2.2.2,SH_STA_OVRWGT,1,5f71d5db385f4c0f9c7d1f03035be45d,49effd5b7eca4c1eb9bec35c126caca3,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=5f71d5db385f4c0f9c7d1f03035be45d,
2,2.2,2.2.2,SH_STA_WASTE,1,22a17a0285e3450fb0287774e2b66532,d0a9d48333244b2d9be566b383fc7fc7,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=22a17a0285e3450fb0287774e2b66532,
3,3.1,3.1.1,SH_STA_MMR,1,848cad73579d48d8b30d04b5fda73b8f,d7953b9c346c4173a8275411a3aba341,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=848cad73579d48d8b30d04b5fda73b8f,
3,3.2,3.2.1,SH_DYN_MORT,1,b7407de1b73042b79f929ce06afc484c,7643ca29e27c44819f0c08d3379df557,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=b7407de1b73042b79f929ce06afc484c,
3,3.3,3.3.1,SH_HIV_INCD,1,6096386121f44a49b0da950ad580457a,8362fa2fc9c54f0191c09aef1c5532a1,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=6096386121f44a49b0da950ad580457a,
3,3.3,3.3.2,SH_TBS_INCID,1,57e6a232ad24424fb10f37bd49c0d904,7c9e11b108b04b3aa90065c8044f8540,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=57e6a232ad24424fb10f37bd49c0d904,
3,3.3,3.3.3,SH_STA_MALR,1,c5519754113f4572ad61efefae9f6209,fb0b7a8efe4f42c094f19f73e9c8cdb8,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=c5519754113f4572ad61efefae9f6209,
3,3.4,3.4.1,SH_DTH_NCOM,1,5060c5afadb24469a5e26aea0052e9b5,13846c2672cd46fab61b5c1442e63845,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=5060c5afadb24469a5e26aea0052e9b5,
4,4.2,4.2.2,SE_PRE_PARTN,1,e2b15124e89f4ad4b2d4dfa37326680b,0cf42d6c0a534927b1e996a9d093ebb5,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=e2b15124e89f4ad4b2d4dfa37326680b,
4,4.5,4.5.1,SE_GPI_MATACH,1,3b5847cda71242a78c329c7915551827,739ba008299f45779bb115411f580c76,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=3b5847cda71242a78c329c7915551827,
