goal,target,indicator,series,country_profiles,webmap id,dashboard id,Map Viewer,
4,4.5,4.5.1,SE_GPI_REAACH,1,6a8b7169f87a4fd7bc1d666a81838180,0260c26aef4141c68e8b56c1f392a557,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=6a8b7169f87a4fd7bc1d666a81838180,
4,4.5,4.5.1,SE_GPI_TRATEA,1,3847afe2e7734dc390ba8e0429af6f3c,f51a1b9c773d4e889d933ac70387e42d,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=3847afe2e7734dc390ba8e0429af6f3c,
5,5.3,5.3.1,SP_DYN_MRBF18,1,3b696636b4344907b48974b06da1857e,8f8aec4dc7964775a3d0ad03afb98f2f,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=3b696636b4344907b48974b06da1857e,
5,5.5,5.5.1,SG_GEN_PARL,1,9aca2f15302842dfabd7ee23ac7f3f46,388d74a92db64b4b88cc4083e6510e17,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=9aca2f15302842dfabd7ee23ac7f3f46,
5,5.5,5.5.2,IC_GEN_MGTL,1,fdb67deff86740e6bbc37b194adb57b8,d45978e4a1e047f893d5359a3a1f1986,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=fdb67deff86740e6bbc37b194adb57b8,
6,6.1,6.1.1,SH_H2O_SAFE,1,d1a14aa51e3f40adb0f9df184b5122cd,eb95dae49ec54590a3fe4c83e9143b14,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=d1a14aa51e3f40adb0f9df184b5122cd,
6,6.2,6.2.1,SH_SAN_DEFECT,1,50ade1e2d1da4c189d109805cc795600,d8362e4e92e14feea9da44fd85af9a11,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=50ade1e2d1da4c189d109805cc795600,
6,6.2,6.2.1,SH_SAN_DEFECT,0,2b9d769b54354976b9fc602c2b708df9,aa81e119f1814c0e845579820b88abd6,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=2b9d769b54354976b9fc602c2b708df9,
6,6.2,6.2.1,SH_SAN_DEFECT,0,c206ace95ead4f5f97acbc9d8246743b,79d55f1f88f2475d9ef1bf95c9ca0500,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=c206ace95ead4f5f97acbc9d8246743b,
6,6.2,6.2.1,SH_SAN_SAFE,1,0d9afe8d0c984bc7969eba544df91a10,97309ad2a8ae46e5ba712e27d62fd2e2,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=0d9afe8d0c984bc7969eba544df91a10,
6,6.2,6.2.1,SH_SAN_SAFE,0,c72b3ce0a51b40da8747ddd041725a8d,b2f24abfc7424bbcaf49f886eed094b3,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=c72b3ce0a51b40da8747ddd041725a8d,
6,6.2,6.2.1,SH_SAN_SAFE,0,6e1c5d15439f4a75b30cde9dc541c879,d78d58c1b3a04f058e9bfb5f9f0cc113,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=6e1c5d15439f4a75b30cde9dc541c879,
7,7.1,7.1.1,EG_ELC_ACCS,1,6b9a0efc758546d79d782a681b0b0e11,c73bd2f0f9cb44bb8746565118c5c845,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=6b9a0efc758546d79d782a681b0b0e11,
7,7.1,7.1.2,EG_EGY_CLEAN,1,db22317b4e504e66820ba6d9fd638797,bc376deab4684c14bddcac5ac473a9e1,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=db22317b4e504e66820ba6d9fd638797,
8,8.1,8.1.1,NY_GDP_PCAP,1,8c0a16f6ec604ad4a757a301857928d6,31c3e5df4b9e4a75a33221157591a37f,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=8c0a16f6ec604ad4a757a301857928d6,
8,8.5,8.5.2,SL_TLF_UEM,1,ec9cbbc2c020441cb54e11d3e3195da7,533fa3c5833541b3986ac8309f66b1aa,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=ec9cbbc2c020441cb54e11d3e3195da7,
8,8.5,8.5.2,SL_TLF_UEM,0,e4f8bafe9d0d4e1885d9d916b8c30ff1,3391f58684f34d92af498b3b668bef1a,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=e4f8bafe9d0d4e1885d9d916b8c30ff1,
8,8.5,8.5.2,SL_TLF_UEM,0,7547932147754bcaa8d361dd8c55ea2f,9fa275b47c634e8585ca8edcd0a05ffa,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=7547932147754bcaa8d361dd8c55ea2f,
8,8.5,8.5.2,SL_TLF_UEM,0,36a6c0af0f674a5fa0f1dc3fe1e1b602,9c2a9186cdaa4da483b12185335ede61,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=36a6c0af0f674a5fa0f1dc3fe1e1b602,
9,9.4,9.4.1,EN_ATM_CO2GDP,1,de854eed105441deb0c78d0cd77a62da,290f81cf418940b48f3c27a25bf009df,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=de854eed105441deb0c78d0cd77a62da,
9,9.5,9.5.1,GB_XPD_RSDV,1,f224c829dee248b5bef709794bf271c4,849027f8e0d2446c92ba42c2ab6d11a6,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=f224c829dee248b5bef709794bf271c4,
9,9.c,9.c.1,IT_MOB_NTWK,1,776b42325c094d0b8d0bbbea0ae9ccb3,e08d9967278346efb827a0c2ddc14c52,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=776b42325c094d0b8d0bbbea0ae9ccb3,
10,10.4,10.4.1,SL_EMP_GTOTL,1,15dc3573891044719a547aa4e380a044,0bf91155efec49a890bebf9320a4bb48,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=15dc3573891044719a547aa4e380a044,
11,11.1,11.1.1,EN_LND_SLUM,1,a4bed4e8509141e9bc1a82c3ece48bc4,c28d0e785cb64e86af1a02ce845aae1e,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=a4bed4e8509141e9bc1a82c3ece48bc4,
11,11.6,11.6.2,EN_ATM_PM25,1,6dc85ce0de404727b61e520d10eb0f9e,e5f39b918faa4fa58357b941c8dd1eda,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=6dc85ce0de404727b61e520d10eb0f9e,
12,12.2,12.2.2,EN_MAT_DOMCMPC,1,b502ce47ce114870ac7e4166189119b5,e794a8fa2ae2494cb22bc7a7f9712821,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=b502ce47ce114870ac7e4166189119b5,
12,12.2,12.2.2,EN_MAT_DOMCMPG,1,f3aa5f4883a5499ab4dfc3571dc37cd9,cd710de4f7f44f318cbe706fccacd8e8,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=f3aa5f4883a5499ab4dfc3571dc37cd9,
13,13.1,13.1.2,SG_DSR_LEGREG,1,1d06359a665d4798b8e756f6299cfbb3,378491ec94b0404b89f3341386036e5b,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=1d06359a665d4798b8e756f6299cfbb3,
14,14.5,14.5.1,ER_MRN_MARIN,1,0df3caba46e74a5284ebb90ae893d183,8ebf3c9c33d1480bacf3fa30fecc759b,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=0df3caba46e74a5284ebb90ae893d183,
15,15.1,15.1.1,AG_LND_FRST,1,a96dc72c31574b46b5412e9071886647,80866e37499c454788cf48d66c434762,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=a96dc72c31574b46b5412e9071886647,
15,15.1,15.1.2,ER_PTD_FRWRT,1,314850537af14ca18a3f00f950415289,d5ec9d25eaf644488785982eeced61eb,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=314850537af14ca18a3f00f950415289,
15,15.1,15.1.2,ER_PTD_TERRS,1,28c292357f9143e4be546cb68f483c46,c42704c17fc64fcfbccafecfa2c70b44,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=28c292357f9143e4be546cb68f483c46,
16,16.1,16.1.1,VC_IHR_PSRC,1,f0714f78d6f44531833430b913875b96,e2ae2e8b01024f78a91190a023f672ac,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=f0714f78d6f44531833430b913875b96,
16,16.9,16.9.1,SG_REG_BRTH,1,65af5a9c079c4940a5ee9a499a0b10b5,5bca94c1a4e24241ae5702506be6f297,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=65af5a9c079c4940a5ee9a499a0b10b5,
17,17.18,17.18.3,SG_STT_NSDSFND,1,cbd968d7196f4f9081c66dfdb9d53afa,a915273eb1954cf0ae7ac21aa63bb02d,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=cbd968d7196f4f9081c66dfdb9d53afa,
17,17.18,17.18.3,SG_STT_NSDSIMPL,1,0a3216a0599c47269d894696802b7247,e7fce2c1b22e46a2bfcbd097b767bad5,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=0a3216a0599c47269d894696802b7247,
17,17.3,17.3.2,BX_TRF_PWKR,1,f87c14e992ab4acbb5ea270114a3fa33,6785de3b7b8844b6b7597695101803f1,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=f87c14e992ab4acbb5ea270114a3fa33,
17,17.4,17.4.1,DT_TDS_DECT,1,08a2e147a489463eb63271446aa15fb5,1f03ee89a69147ebab82ae5e5a839977,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=08a2e147a489463eb63271446aa15fb5,
17,17.6,17.6.2,IT_NET_BBP,1,90b68790524046dfa6e3101c215e865b,3aa03b2fb75a42bb8f58fc431b016b08,http://undesa.maps.arcgis.com/home/webmap/viewer.html?webmap=90b68790524046dfa6e3101c215e865b,
