topicId	topicName	tableId	tableName	seriesCode	seriesDesc	hub	units	multiplier	baseYear	multiplierDesc	personnelTypeCode	personnelTypeDesc	activityCode	activityDesc	speciesCode	speciesDesc	ODACode	ODADesc	urbanizationCode	urbanizationDesc	ageCode	ageDesc	sexCode	sexDesc	educationLevCode	educationLevDesc
7	Finance	74	Balance of payments summary	SYB066	Balance of Payments: Current account	12fb78721cdc4d678a74e58006b131cf	US dollars	6.0																		
7	Finance	74	Balance of payments summary	SYB067	Balance of Payments: Financial account	fab67e6783d14d1988ff7ed19bea77ef	US dollars	6.0																		
7	Finance	75	Exchange rates	SYB068	Exchange rate: end of period	9b697a11f8084ac682dea3f55b2b088f	National currency per US dollar	0																		
7	Finance	75	Exchange rates	SYB069	Exchange rate: period average	2ab2182d60cc430c92c51ce791ac7f3d	National currency per US dollar	0																		
8	Labour market	94	Labour force participation and unemployment	SYB092	Labour force participation	646314aeef1b42bc9de3a49902eb5d98	Percent	0															F	Female		
8	Labour market	94	Labour force participation and unemployment	SYB092	Labour force participation	646314aeef1b42bc9de3a49902eb5d98	Percent	0															M	Male		
8	Labour market	94	Labour force participation and unemployment	SYB092	Labour force participation	646314aeef1b42bc9de3a49902eb5d98	Percent	0															_T	Both sexes or no breakdown by sex		
8	Labour market	94	Labour force participation and unemployment	SYB093	Unemployment rate	4a000e35f2fb4699a79729f50a189b20	Percent	0															F	Female		
8	Labour market	94	Labour force participation and unemployment	SYB093	Unemployment rate	4a000e35f2fb4699a79729f50a189b20	Percent	0															M	Male		
8	Labour market	94	Labour force participation and unemployment	SYB093	Unemployment rate	4a000e35f2fb4699a79729f50a189b20	Percent	0															_T	Both sexes or no breakdown by sex		
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_CHEM_PET_RUB_PLA	Chemicals, petroleum, rubber and plastic products												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_ELEC_GAS_STEAM	Electricity, gas, steam												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_FOOD_BEV_TOB	Food, beverages and tobacco												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_MANUFACTURING	Manufacturing												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_METAL_PRODUCTS_MACHINERY	Metal products and machinery												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_MINING	Mining												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_TEXTILES_APPAREL_LEATHER_FOOTWEAR	Textiles, wearing apparel, leather, footwear												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_TOTAL	Total industry - Mining; manufacturing; electricity, gas and water												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_WATER_WASTE_MGNT	Water and waste management												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_BASIC_METALS	Basic metals												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_ELEC_GAS_WATER	Electricity, gas and water												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_MACHINERY	Machinery												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_METAL_PRODUCTS	Metal products												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_MISC_MANUFACTURING	Miscellaneous manufacturing industries												
9	Price and production indices	23	Index of Industrial Production	SYB027	Index of industrial production	3e6c2522bf274ac1930b60e124ff46fd	Index	0	2005=100				IND_MINING_MANUFACTURING	Mining and manufacturing												
9	Price and production indices	32	Agricultural production indices	SYB028	Index of agricultural production	b980c23d110d443f82c8bfbf2d8a13e7	Index	0	2004-2006 = 100																	
9	Price and production indices	32	Agricultural production indices	SYB029	Index of food production	070efd18b12049899372bda29e3f6205	Index	0	2004-2006 = 100																	
9	Price and production indices	98	Consumer Price Index	SYB094	Consumer Price index: food	d0ed6d76f6df4b58855d99661319b0f0	Index	0																		
9	Price and production indices	98	Consumer Price Index	SYB095	Consumer Price index: general	a27b203621164e85857ffc85a5392703	Index	0																		
11	Crime	104	Intentional homicides and other crimes	SYB098	Assault rate	4294a38ad217408b9c426d923359875c	Incidents per 100,000 population	0																		
11	Crime	104	Intentional homicides and other crimes	SYB099	Intentional homicide rate	09f5f5b86d41446dae119948a3974cfd	Incidents per 100,000 population	0																		
11	Crime	104	Intentional homicides and other crimes	SYB100	National kidnapping rate	2f2aa9381c5b4e93984c31b38f56d785	Incidents per 100,000 population	0																		
11	Crime	104	Intentional homicides and other crimes	SYB101	Distribution of intentional homicide victims by sex	b31ac79e3dc44162a9942a4d4bcb1183	Percent	0															F	Female		
11	Crime	104	Intentional homicides and other crimes	SYB101	Distribution of intentional homicide victims by sex	b31ac79e3dc44162a9942a4d4bcb1183	Percent	0															M	Male		
11	Crime	104	Intentional homicides and other crimes	SYB102	National robbery rate	04047e5125f84d8c98aa50821ea64767	Incidents per 100,000 population	0																		
11	Crime	104	Intentional homicides and other crimes	SYB103	National theft rate	e64a546a527f4ecc96313cf0b4b8f792	Incidents per 100,000 population	0																		
11	Crime	104	Intentional homicides and other crimes	SYB104	Total national sexual violence rate	cfa16e075f8a4886b799f67a2cfba067	Incidents per 100,000 population	0																		
13	Environment	5	Threatened species	SYB003	Threatened species	5157cb78563b4da4936c39efda0be6c3	Number of species	0							INVERTEBRATES	Invertebrates										
13	Environment	5	Threatened species	SYB003	Threatened species	5157cb78563b4da4936c39efda0be6c3	Number of species	0							PLANTS	Plants										
13	Environment	5	Threatened species	SYB003	Threatened species	5157cb78563b4da4936c39efda0be6c3	Number of species	0							_T	Total										
13	Environment	5	Threatened species	SYB003	Threatened species	5157cb78563b4da4936c39efda0be6c3	Number of species	0							VERTEBRATES	Vertebrates										
13	Environment	64	Land	SYB045	Arable land as percent of total land area	ddf9aaf75c8049688634c59e4a47a53a	Percent	0																		
13	Environment	64	Land	SYB046	Arable land area	7038b4b16ad0487186524da1df58b413	Hectares	3.0																		
13	Environment	64	Land	SYB047	Forest cover as percent of total land area	686bb7cb792748a29b203842f553f249	Percent	0																		
13	Environment	64	Land	SYB048	Forest cover area	6bc0bf63f61a45fdbb01ac2a5692ee40	Hectares	3.0																		
13	Environment	64	Land	SYB049	Important sites for terrestrial biodiversity protected as percent of total sites protected	48a4a84dbdd640f48dea6795bb6e0f1f	Percent	0																		
13	Environment	64	Land	SYB050	Land area	be9f976cde964d02b38168123b478d66	Hectares	3.0																		
13	Environment	64	Land	SYB051	Permanent crops as percent of total land area	b6e78096d8024588a0cce59d729bc154	Percent	0																		
13	Environment	64	Land	SYB052	Permanent crops area	b03884cce5cd4c6a8d713fb95fe16846	Hectares	3.0																		
13	Environment	84	Water supply and sanitation services	SYB085	Proportion of population with access to safely managed drinking water sources	a5a5fa906d2143919125fe9cbd1c669f	Percent	0											_T	Total						
13	Environment	84	Water supply and sanitation services	SYB085	Proportion of population with access to safely managed drinking water sources	a5a5fa906d2143919125fe9cbd1c669f	Percent	0											U	Urban						
13	Environment	84	Water supply and sanitation services	SYB085	Proportion of population with access to safely managed drinking water sources	a5a5fa906d2143919125fe9cbd1c669f	Percent	0											R	Rural						
13	Environment	84	Water supply and sanitation services	SYB086	Proportion of population with access to safely managed sanitation facilities	8bd9d377cbec4f948ce64c2e3debde30	Percent	0											R	Rural						
13	Environment	84	Water supply and sanitation services	SYB086	Proportion of population with access to safely managed sanitation facilities	8bd9d377cbec4f948ce64c2e3debde30	Percent	0											_T	Total						
13	Environment	84	Water supply and sanitation services	SYB086	Proportion of population with access to safely managed sanitation facilities	8bd9d377cbec4f948ce64c2e3debde30	Percent	0											U	Urban						
13	Environment	152	CO2 emission estimates	SYB123	Carbon dioxide emissions	d3581d327da343e8bfd54e32b41ac565	Metric tons	3.0																		
13	Environment	152	CO2 emission estimates	SYB124	Carbon dioxide emissions per capita	f3014b6e5da449cbb2ddee83cb8b0080	Metric tons per capita	0																		
14	Science and technology	6	Gross domestic expenditure on research and development (R&D)	SYB004	Gross domestic expenditure on R & D as a percentage of GDP	516b158641f445a2a982a46bfdb852a3	Percent	0																		
14	Science and technology	6	Gross domestic expenditure on research and development (R&D)	SYB005	Gross domestic expenditure on R & D: Business enterprises	200f2498b38942d994f5acaf07628f02	Percent	0																		
14	Science and technology	6	Gross domestic expenditure on research and development (R&D)	SYB006	Gross domestic expenditure on R & D: Funds from abroad	5d99ab6eba2a477f90088daf76a88be8	Percent	0																		
14	Science and technology	6	Gross domestic expenditure on research and development (R&D)	SYB007	Gross domestic expenditure on R & D: Government	c7854288ecb84eeabcf5f798a37d9bfa	Percent	0																		
14	Science and technology	6	Gross domestic expenditure on research and development (R&D)	SYB008	Gross domestic expenditure on R & D: Higher education	5df5708e8bad4269b2b780ed038bcf74	Percent	0																		
14	Science and technology	6	Gross domestic expenditure on research and development (R&D)	SYB009	Gross domestic expenditure on R & D: Not distributed	da7613fc860f46c28a8a4fda55564890	Percent	0																		
14	Science and technology	6	Gross domestic expenditure on research and development (R&D)	SYB010	Gross domestic expenditure on R & D: Private non-profit	aab8b5297c4b4d40bc24258e000a5f4b	Percent	0																		
14	Science and technology	66	Population employed in research and development (R&D)	SYB058	Population employed in research and development (R&D)	0155a072f23c40639c9c1f65b9667d89	Number of full-time equivalent staff	0				Other supporting staff											_T	Both sexes or no breakdown by sex		
14	Science and technology	66	Population employed in research and development (R&D)	SYB058	Population employed in research and development (R&D)	0155a072f23c40639c9c1f65b9667d89	Number of full-time equivalent staff	0				Researchers											_T	Both sexes or no breakdown by sex		
14	Science and technology	66	Population employed in research and development (R&D)	SYB058	Population employed in research and development (R&D)	0155a072f23c40639c9c1f65b9667d89	Number of full-time equivalent staff	0				Researchers											F	Female		
14	Science and technology	66	Population employed in research and development (R&D)	SYB058	Population employed in research and development (R&D)	0155a072f23c40639c9c1f65b9667d89	Number of full-time equivalent staff	0				Technicians											_T	Both sexes or no breakdown by sex		
14	Science and technology	66	Population employed in research and development (R&D)	SYB058	Population employed in research and development (R&D)	0155a072f23c40639c9c1f65b9667d89	Number of full-time equivalent staff	0				Total											_T	Both sexes or no breakdown by sex		
14	Science and technology	66	Population employed in research and development (R&D)	SYB058	Population employed in research and development (R&D)	0155a072f23c40639c9c1f65b9667d89	Number of full-time equivalent staff	0				Other supporting staff											F	Female		
14	Science and technology	66	Population employed in research and development (R&D)	SYB058	Population employed in research and development (R&D)	0155a072f23c40639c9c1f65b9667d89	Number of full-time equivalent staff	0				Technicians											F	Female		
14	Science and technology	67	Patents	SYB059	Grants of patents	e44a82d6b21e41d790ea221489e2e05a	Number	0																		
14	Science and technology	67	Patents	SYB060	Patents in force	926e211d51d74533a30b4be0f429969f	Number	0																		
14	Science and technology	67	Patents	SYB061	Resident patent filings	55e5021e5ed54ef693b0a3e83d463468	Number of patents per million population	0																		
15	International merchandise trade	14	Major trading partners	SYB016	Share of exports to first major trading partner	98217db641c4408ebbfbd466bc435ed1	Percent	0																		
15	International merchandise trade	14	Major trading partners	SYB017	Share of imports from first major trading partner	5d20115697c64d96bfb5c5d8f93a9397	Percent	0																		
15	International merchandise trade	14	Major trading partners	SYB018	Share of exports to second major trading partner	c40c433ca8bf42268a279d4edaa4a129	Percent	0																		
15	International merchandise trade	14	Major trading partners	SYB019	Share of imports from second major trading partner	d15f3b7424a841d5b189f658cf1c868e	Percent	0																		
15	International merchandise trade	14	Major trading partners	SYB020	Share of exports to third major trading partner	e7076265cb3e4f749beabd9013df9231	Percent	0																		
15	International merchandise trade	14	Major trading partners	SYB021	Share of imports from third major trading partner	35980a3e474845119427797aac070971	Percent	0																		
15	International merchandise trade	68	Total imports, exports and balance of trade	SYB062	Balance of trade	af3fcb6e186d4cc1b8ff1aea91147496	US dollars	6.0																		
15	International merchandise trade	68	Total imports, exports and balance of trade	SYB063	Exports FOB	853d6d5eab0a4176902118b65863a2c3	US dollars	6.0																		
15	International merchandise trade	68	Total imports, exports and balance of trade	SYB064	Imports CIF	f88839ade39842a1906c88053823bc63	US dollars	6.0																		
16	International tourism and transport	57	Railways: traffic	SYB031	Railway traffic - net weight-distance	c7368c21d75947f88fed9801e6477a3c	Ton-kilometers	6.0																		
16	International tourism and transport	57	Railways: traffic	SYB032	Railway traffic - passenger-distance	39dc2a917748444493018eab251e5774	Passenger-kilometers	6.0																		
16	International tourism and transport	58	Motor vehicles in use	SYB033	Motor vehicles in use: Commercial vehicles	685f45c354964e199c6f7b043ffbff14	Number of vehicles	3.0																		
16	International tourism and transport	58	Motor vehicles in use	SYB034	Motor vehicles in use: Passenger cars	1c35d274546f460894ebb842389de646	Number of vehicles	3.0																		
16	International tourism and transport	60	International maritime transport	SYB035	International maritime transport: Vessels cleared	9dacceba74a14ddeb991f2c4b5f8a084	Net registered tons	3.0																		
16	International tourism and transport	60	International maritime transport	SYB036	International maritime transport: Vessels entered	67e7c4507f504944a1e95ed64da925f4	Net registered tons	3.0																		
16	International tourism and transport	61	Civil aviation: scheduled airline traffic	SYB037	Civil aviation: scheduled international airline traffic - distance flown	628af69abf17412c9ed41531cf5e43a0	Kilometers 	6.0																		
16	International tourism and transport	61	Civil aviation: scheduled airline traffic	SYB038	Civil aviation: scheduled international airline traffic - passenger-distance	daf06dca87624c4f9d07f9e99a740782	Passenger-kilometers	6.0																		
16	International tourism and transport	61	Civil aviation: scheduled airline traffic	SYB039	Civil aviation: scheduled international airline traffic - passengers carried	e41b385906304f4398f737e65ecc2395	Number of passengers	3.0																		
16	International tourism and transport	61	Civil aviation: scheduled airline traffic	SYB040	Civil aviation: scheduled international airline traffic - total weight-distance	562b628eb16b4241bab20acd1d1eae28	Ton-kilometers	6.0																		
16	International tourism and transport	61	Civil aviation: scheduled airline traffic	SYB041	Civil aviation: total scheduled airline traffic - distance	c9ba0efc5b13471f8de72bb83adec724	Kilometers 	6.0																		
16	International tourism and transport	61	Civil aviation: scheduled airline traffic	SYB042	Civil aviation: total scheduled airline traffic - passenger-distance	13179ba04be9443186c9f5edf9dad3f1	Passenger-kilometers	6.0																		
16	International tourism and transport	61	Civil aviation: scheduled airline traffic	SYB043	Civil aviation: total scheduled airline traffic - passengers carried	5a449c541b25476d9ba1deb3f7136038	Number of passengers	3.0																		
16	International tourism and transport	61	Civil aviation: scheduled airline traffic	SYB044	Civil aviation: total scheduled airline traffic - total weight-distance	1a2f203243f24fcf892254d87c8b3403	Ton-kilometers	6.0																		
16	International tourism and transport	116	Tourist/visitor arrivals and tourism expenditure	SYB114	Tourism expenditure	e5f6c8d46ef94732a08edb7f03811dee	US dollars	6.0																		
16	International tourism and transport	116	Tourist/visitor arrivals and tourism expenditure	SYB115	Tourist/visitor arrivals	4c2c3e6e76de44078804d07868347973	Number	3.0																		
19	Development assistance	77	Net disbursements of official development assistance to recipients	SYB070	Net disbursements of official development assistance received	a95c6bddae19483f9ae696ee6473cfeb	US dollars	6.0									BILATERAL	Bilateral								
19	Development assistance	77	Net disbursements of official development assistance to recipients	SYB070	Net disbursements of official development assistance received	a95c6bddae19483f9ae696ee6473cfeb	US dollars	6.0									MULTILATERAL	Multilateral								
19	Development assistance	77	Net disbursements of official development assistance to recipients	SYB070	Net disbursements of official development assistance received	a95c6bddae19483f9ae696ee6473cfeb	US dollars	6.0									_T	Total								
19	Development assistance	77	Net disbursements of official development assistance to recipients	SYB071	Net disbursements of official development assistance received as percent of GNI	868fe94fbfef470889b0c51a2f919fcc	Percent of GNI	0									_T	Total								
